,description,edam_topics,help,id,inputs,name,outputs
94,a BIOM table,, Subset a BIOM table  over either observations or samples  without fully parsing it  This command is intended to assist in working with very large tables when tight on memory  or as a lightweight way to subset a full table  Currently  it is possible to produce tables with rows or columns  observations or samples  that are fully zeroed      ,biom_subset_table,"biom1,text,tabular",Subset,biom1
95,in a BIOM table,, Provides details on the observation counts per sample  including summary statistics  as well as metadata categories associated with samples and observations      ,biom_summarize_table,biom1,Summarize sample or observation data,text
96,converter,,This tool uses Bio  SeqFeature  Tools  Unflattener and Bio  Tools  GFF to convert GenBank flatfiles to GFF3 with gene containment hierarchies mapped for optimal display in gbrowse ,bp_genbank2gff3,genbank,Genbank to GFF3,gff3
97,,,Convert BlastXML results into GFF3 format ,blastxml_to_gapped_gff3,blastxml,BlastXML to gapped GFF3,gff3
98,- map reads against reference genome,,   Bowtie2 Overview    Bowtie2  is an ultrafast and memory efficient tool for aligning sequencing reads to long reference sequences  It is particularly good at aligning reads of about 50 up to 100s or 1 000s of characters to relatively long  e g  mammalian  genomes,bowtie2,"fastqsanger,fastqsanger.gz,fastqsanger.bz2,fasta,fasta",Bowtie2,"fastqsanger,bam,sam,txt"
99,assess genome assembly and annotation completeness,,         BUSCO  assessing genome assembly and annotation completeness with Benchmarking Universal Single Copy Orthologs              BUSCO   ezlab,busco,"fasta,augustus",Busco,"txt,tabular"
100,- map medium and long reads (> 100 bp) against reference genome,,   What is does    From  org abs 1303 3997   BWA MEM is an alignment algorithm for aligning sequence reads or long query sequences against a large reference genome such as human  It automatically chooses between local and end to end alignments  supports paired end reads and performs chimeric alignment,bwa_mem,"fastqsanger,fastqsanger.gz,fasta",Map with BWA-MEM,bam
101,- map short reads (< 100 bp) against reference genome,,   What is does    BWA is a software package for mapping low divergent sequences against a large reference genome  such as the human genome  The bwa aln algorithm is designed for Illumina sequence reads up to 100bp  For longer reads use the separate BWA MEM Galaxy tool   This Galaxy tool wraps bwa aln  bwa samse and  sampe modules of bwa read mapping tool       bwa aln     actual mapper placing reads onto the reference sequence     bwa samse     post processor converting suffix array coordinates into genome coordinates in SAM format for   single reads     bam sampe     post processor for paired reads   The Galaxy implementation takes fastq or BAM  unaligned BAM  datasets as input and produces output in BAM format  which can be further processed using various BAM utilities exiting in Galaxy  BAMTools  SAMTools  Picard ,bwa,"fastqsanger,fastqsanger.gz,fasta,bam",Map with BWA,bam
102,Fast and accurate aligner of BS-Seq reads.,,BWA meth performs alignment of reads in a bisulfite sequencing experiment  e g   RRBS or WGBS  to a genome  The methodology employed for this is similar to bismark  where both the reads and the reference genome are  in silico  converted prior to alignment,bwameth,"fasta,fastqsanger,fastqsanger.gz,fastqsanger.bz2",bwameth,bam
103,creates circos plots from standard bioinformatics datatypes.,, Circos         Circos is a software package for visualizing data and information  It visualizes data in a circular layout   this makes Circos ideal for exploring relationships between objects or positions  There are other reasons why a circular layout is advantageous  not the least being the fact that it is attractive   Circos is ideal for creating publication quality infographics and illustrations with a high data to ink ratio  richly layered data and pleasant symmetries,circgraph,"bed6,bed12,fasta,tabular,txt,bed6,bed12,wig,gff3,bed6,bed12,gff3,txt",Circos Builder,"png,svg,tar.gz"
104,"
        Detects positive selection (paml package)
    ",,     class   infomark    Galaxy integration   Victor Mataigne and ABIMS TEAM    Contact support,codeml,"fasta,nhx",codeML,txt
105,COmpare Multiple METagenomes,,    Description    COMMET  COmpare Multiple METagenomes   provides a global similarity overview between all datasets of a large metagenomic project   Directly from non assembled reads  all against all comparisons are performed through an efficient indexing strategy  Then  results are stored as bit vectors  a compressed representation of read files  that can be used to further combine read subsets by common logical operations  Finally  COMMET computes a clusterization of metagenomic datasets  which is visualized by dendrogram and heatmaps,commet,"fasta, fastq",Commet,"csv,png"
106,discovering polymorphism from raw unassembled RADSeq NGS reads.,,    Description    Software discoSnp is designed for discovering Single Nucleotide Polymorphism  SNP  from raw set s  of reads obtained with Next Generation Sequencers  NGS    DiscoSnpRad uses options specific to RAD Seq  branching strategy  kind of extensions  abundance threshold  and kind of bubbles to be found   Moreover  it clusters variants per locus by calling the  discoRAD finalization sh  pipeline,discosnp_rad,,DiscoSnpRAD,"vcf,fasta"
107,is an efficient tool for detecting SNPs without a reference genome.,,    Description    Software discoSnp is designed for discovering Single Nucleotide Polymorphism  SNP  from raw set s  of reads obtained with Next Generation Sequencers  NGS    Note that number of input read sets is not constrained  it can be one  two  or more  Note also that no other data as reference genome or annotations are needed   The software is composed by two modules,discosnp_pp,"fasta,fastq",DiscoSnp++,"vcf,fasta"
108,"is a local transcriptome assembler for SNPs, indels and AS events",,    Description    KisSplice is a piece of software that enables the   analysis of RNA seq data with or without a reference genome    It is an exact local transcriptome assembler that allows one to identify   SNPs  indels and alternative splicing events    It can deal with an arbitrary number of biological conditions  and will quantify each variant in each condition  It has been tested on Illumina datasets of up to 1G reads,kissplice,"fasta,fastq",KisSplice,fasta
109,is a set a programs for correcting sequencing errors in PacBio reads,,    Lordec Correct    Program for correcting sequencing errors in PacBio reads using highly accurate short reads  e g  Illumina    LoRDEC outputs the corrected reads to the given file in FASTA format,lordec,"fasta,fastq.gz,fastq",Lordec,"fasta,tabular"
110,is a targeted assembly software,,    Description    Mapsembler2 is a targeted assembly software  It takes as input a set of NGS raw reads  fasta or fastq  gzipped or not  and a set of input sequences  starters   It first determines if each starter is read coherent  e g,mapsembler2,"fasta,fasta,fastq",Mapsembler2,fasta
111,is a tool that can detect inversion breakpoints directly from raw NGS reads,,    Description    TakeABreak is a tool that can detect inversion breakpoints directly from raw NGS reads  without the need of any reference genome and without de novo assembling the genomes  Its implementation has a very limited memory impact allowing its usage on common desktop computers and acceptable runtime  Illumina reads simulated at 2x40x coverage from human chromosome 22 can be treated in less than two hours  with less than 1GB of memory               Web site     inria,takeabreak,"fasta,fastq",TakeABreak,fasta
112,on Collections,,          Joins lists of tabular datasets together on a field            Example    To join three files  with headers  based on the first column     First file  in 1 tabular            KEY    c2  c3  c4     one     1 1 1 2 1 3     two     1 4 1 5 1 6     three   1 7 1 8 1 9     Second File  in 2 tabular            KEY    c2  c3  c4     one     2 1 2 2 2 3     two     2 4 2 5 2 6     three   2 7 2 8 2 9    Third file  in 3,collection_column_join,tabular,Column Join,"tabular,txt"
113,"
        by heading
    ",,                  Reorders a file s columns by sorted value of header fields          Specify the optional Identifier column parameter to make a column left most  generally used for a Key column that should not be sorted within the other columns               ,column_order_header_sort,tabular,Sort Column Order,tabular
