,description,edam_topics,help,id,inputs,name,outputs
116,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   BAM            CrossMap updates chromosomes  genome coordinates  header sections  and all BAM flags accordingly  The program version  of CrossMap  is inserted into the header section  along with the names of the original BAM file and the chain file,crossmap_bam,bam,CrossMap BAM,bam
117,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   BED      BED format file must have at least 3 columns  chrom  start  end  and no more than 12 columns  BED format  ,crossmap_bed,bed,CrossMap BED,bed
118,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   BigWig         Input wiggle data can be in variableStep  for data with irregular intervals  or fixedStep  for data with regular intervals   Regardless of the input  the output will always in bedGraph format,crossmap_bw,bigwig,CrossMap BigWig,bigwig
119,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   GFF   GTF           Your input data should be either GTF GFF2 5 or GFF3 format,crossmap_gff,"gtf,gff,gff3",CrossMap GFF,gff
120,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   VCF      VCF  variant call format  is a flexible and extendable line oriented text format developed by the 1000 Genome Project  It is useful for representing single nucleotide variants  indels  copy number variants  and structural variants,crossmap_vcf,"vcf,fasta",CrossMap VCF,vcf
121,Convert genome coordinates or annotation files between genome assemblies,,  HELP GENERAL   Wig      Input wiggle data can be in variableStep  for data with irregular intervals  or fixedStep  for data with regular intervals   Regardless of the input  the output will always in bedGraph format,crossmap_wig,wig,CrossMap Wig,"wig,bedgraph"
122,find matched pairs and unmatched orphans,,CWPair accepts one or more gff files as input and takes the peak location to be the midpoint between the exclusion zone start and end coordinate  columns D and E    CWPair starts with the highest peak  primary peak  in the dataset  and then looks on the opposite strand for another peak located within the distance defined by a combination of the tool s   Distance upstream from a peak to allow a pair    the distance upstream or 5  to the primary peak  and   Distance downstream from a peak to allow a pair    the distance downstream or 3  to the primary peak  parameters,cwpair2,gff,CWPair2,tabular
123,server,,,data_source_iris_tcga,,IRIS-TCGA,auto
124,(operations on tabular data),,   HELP HEADER     Syntax    This tools performs common operations  such as summing  counting  mean  standard deviation  on input file  based on tabular data  The tool can also optionaly group the input based on a given field,datamash_ops,,Datamash,
125,columns in a tabular file,,   HELP HEADER            Syntax    This tools reverses the order of columns in a tabular input file            Example    Input file        Genes  Sample  Counts     NOX1   A1      514     DcP    A2      542     HH     B3      490  Output file        Counts  Sample  Genes     514     A1      NOX1     542     A2      DcP     490     B3      HH   HELP FOOTER       ,datamash_reverse,,Reverse,
126,rows/columns in a tabular file,,   HELP HEADER     Syntax    This tools transposes  swaps  rows columns in a tabular input file            Example    Input file        Genes   NOX1  DcP  HH     Sample  A1    A2   B3     Counts  514   542  490  Output file        Genes  Sample  Counts     NOX1   A1      514     DcP    A2      542     HH     B3      490   HELP FOOTER       ,datamash_transpose,,Transpose,
127,Determines differentially expressed features from count tables,,Estimate variance mean dependence in count data from high throughput sequencing assays and test for differential expression based on a model using the negative binomial distribution,deseq2,"tabular,gtf,gff3",DESeq2,"tabular,pdf"
128,Determines differential exon usage from count tables,,Inference of differential exon usage in RNA Seq ,dexseq,"gtf,gff,tabular",DEXSeq,"tabular,html"
129,Prepare and count exon abundancies from RNA-seq data,,The main goal of this tool is to count the number of reads fragments per exon of each gene in RNA seq samples  In addition  it also prepares your annotation GTF file  making it compatible for counting,dexseq_count,"gff,bam",DEXSeq-Count,"tabular,gtf"
130, differential binding analysis of ChIP-Seq peak data,,DiffBind  is a  Bioconductor package   that provides functions for processing ChIP Seq data enriched for genomic loci where specific protein DNA binding occurs  including peak sets identified by ChIP Seq peak callers and aligned sequence read datasets  It is designed to work with multiple peak sets simultaneously  representing different ChIP experiments  antibodies  transcription factor and or histone marks  experimental conditions  replicates  as well as managing the results of multiple peak callers,diffbind,"bam,bed",DiffBind,"bed,pdf,tabular"
131,to assemble metagenomics data using an overlap-layout-consensus (OLC) approach,, DISCO is a multi threaded and multiprocess distributed memory overlap layout consensus  OLC  metagenome assembler  Disco was developed as a scalable assembler to assemble large metagenomes from billions of Illumina sequencing reads of complex microbial communities,disco,"fastq,fasta",DISCO,"txt,fasta"
132,from EBI Metagenomics database,,The European Bioinformatics Institute  EMBL EBI  maintains the world s most comprehensive range of freely available and up to date molecular databases,ebi_metagenomics_run_downloader,,Download run data,"fasta,tsv,csv,newick"
133,to obtain search results on resources and services hosted at the EBI,,The European Bioinformatics Institute  EMBL EBI  maintains the world s most comprehensive range of freely available and up to date molecular databases ,ebi_search_rest_results,,EBI Search,tabular
134,"
        Perform differential expression of count data
    ",,Given a counts matrix  or a set of counts files  for example from   featureCounts    and optional information about the genes  this tool produces plots and tables useful in the analysis of differential gene expression ,edger,tabular,edgeR,html
135, easy and efficient ensemble gene set testing,,EGSEA   an acronym for  Ensemble of Gene Set Enrichment Analyses   is a  Bioconductor package   that utilizes the analysis results of eleven prominent GSE algorithms from the literature to calculate collective significance scores for gene sets  These methods are currently    ora  globaltest  plage  safe  zscore  gage  ssgsea  roast  fry  padog  camera  gsva  ,egsea,tabular,EGSEA,"html,txt,rdata"
136,"Predicts potentially antigenic regions of a protein sequence, using the method of Kolaskar and Tongaonkar.",,     You can view the original documentation here        ,EMBOSS: antigenic1,data,antigenic,antigenic
137,Back translate a protein sequence,,  ,EMBOSS: backtranseq2,fasta,backtranseq,txt
138,Bending and curvature plot in B-DNA,,     You can view the original documentation here        ,EMBOSS: banana3,data,banana,txt
139,Replace or delete sequence sections,,  ,EMBOSS: biosed4,fasta,biosed,txt
140,Calculates the twisting in a B-DNA sequence,,     You can view the original documentation here        ,EMBOSS: btwisted5,data,btwisted,btwisted
141,CAI codon adaptation index,,  ,EMBOSS: cai6,fasta,cai,cai
142,CAI codon adaptation index using custom codon usage file,,  ,EMBOSS: cai_custom6,"fasta,txt",cai custom,txt
143,Create a chaos game representation plot for a sequence,,     You can view the original documentation here        ,EMBOSS: chaos7,data,chaos,png
144,Protein charge plot,,  ,EMBOSS: charge8,fasta,charge,charge
145,Reports STOP codons and ORF statistics of a protein,,  ,EMBOSS: checktrans9,fasta,checktrans,"checktrans,fasta,gff"
146,Codon usage statistics,,     You can view the original documentation here        ,EMBOSS: chips10,data,chips,chips
147,Draws circular maps of DNA constructs,,     You can view the original documentation here        ,EMBOSS: cirdna11,data,cirdna,png
148,Codon usage table comparison,,     You can view the original documentation here        ,EMBOSS: codcmp12,,codcmp,codcmp
149,"Extract CDS, mRNA and translations from feature tables",,     You can view the original documentation here        ,EMBOSS: coderet13,data,coderet,coderet
150,Count composition of dimer/trimer/etc words in a sequence,,  ,EMBOSS: compseq14,fasta,compseq,compseq
151,Plot CpG rich areas,,     You can view the original documentation here        ,EMBOSS: cpgplot15,data,cpgplot,"cpgplot,png,gff"
152,Reports all CpG rich regions,,  ,EMBOSS: cpgreport16,fasta,cpgreport,"cpgreport,gff"
153,Create a codon usage table,,  ,EMBOSS: cusp17,fasta,cusp,cusp
154,Removes a specified section from a sequence,,  ,EMBOSS: cutseq18,fasta,cutseq,fasta
155,Calculates DNA RNA/DNA melting temperature,,     You can view the original documentation here        ,EMBOSS: dan19,data,dan,dan
156,Removes gap characters from sequences,,     You can view the original documentation here        ,EMBOSS: degapseq20,data,degapseq,fasta
157,Alter the name or description of a sequence,,     You can view the original documentation here        ,EMBOSS: descseq21,data,descseq,fasta
158,Find differences between nearly identical sequences,,     You can view the original documentation here        ,EMBOSS: diffseq22,data,diffseq,"diffseq,gff"
159,Protein proteolytic enzyme or reagent cleavage digest,,     You can view the original documentation here        ,EMBOSS: digest23,data,digest,digest
